Name	NCBI Tax ID	JGI ID	Version	Publication	
Fusarium sp. FSSC 10	29916	FusspF10_1	v1.0		https://genome.jgi.doe.gov/portal/FusspF10_1/download/FusspF10_1_GeneCatalog_proteins_20181104.aa.fasta.gz
Fusarium sp. FSSC 11	29916	FusspF11_1	v1.0		https://genome.jgi.doe.gov/portal/FusspF11_1/download/FusspF11_1_GeneCatalog_proteins_20190211.aa.fasta.gz
Fusarium sp. FSSC 23	29916	FusspF23_1	v1.0		https://genome.jgi.doe.gov/portal/FusspF23_1/download/FusspF23_1_GeneCatalog_proteins_20181106.aa.fasta.gz
Fusarium tricinctum MPI-SDFR-AT-0044	61284	Fustri1	v1.0		https://genome.jgi.doe.gov/portal/Fustri1/download/Fustri1_GeneCatalog_proteins_20180510.aa.fasta.gz
Fusarium tricinctum MPI-SDFR-AT-0068	61284	Fustr1	v1.0		https://genome.jgi.doe.gov/portal/Fustr1/download/Fustr1_GeneCatalog_proteins_20180511.aa.fasta.gz
Fusarium venenatum MPI-CAGE-CH-0201	56646	Fusven1	v1.0		https://genome.jgi.doe.gov/portal/Fusven1/download/Fusven1_GeneCatalog_proteins_20180620.aa.fasta.gz
Fusarium verticillioides 7600 v2	334819	Fusve2		PMID:20237561	https://genome.jgi.doe.gov/portal/Fusve2/download/Fusve2_GeneCatalog_proteins_20150720.aa.fasta.gz
Gaertneriomyces semiglobifer Barr 43	109897	Gaesem1	v1.0		https://genome.jgi.doe.gov/portal/Gaesem1/download/Gaesem1_GeneCatalog_proteins_20161012.aa.fasta.gz
Gaeumannomyces graminis var. tritici R3-111a-1	644352	Gaegr1		PMID:26416668	https://genome.jgi.doe.gov/portal/Gaegr1/download/Gaegr1_GeneCatalog_proteins_20131203.aa.fasta.gz
Galerina marginata	109633	Galma1	v1.0	PMID:24958869	https://genome.jgi.doe.gov/portal/Galma1/download/Galma1_GeneCatalog_proteins_20110628.aa.fasta.gz
Galzinia incrustans CBS 104901	202708	Galinc1	v1.0		https://genome.jgi.doe.gov/portal/Galinc1/download/Galinc1_GeneCatalog_proteins_20180801.aa.fasta.gz
Ganoderma sp. 10597 SS1	5314	Gansp1	v1.0	PMID:23935031	https://genome.jgi.doe.gov/portal/Gansp1/download/Gansp1_GeneCatalog_proteins_20110326.aa.fasta.gz
Gautieria morchelliformis GMNE.BST	112417	Gaumor1_1	v1.0		https://genome.jgi.doe.gov/portal/Gaumor1_1/download/Gaumor1_1_GeneCatalog_proteins_20160412.aa.fasta.gz
Geastrum triplex GST.BST	90948	Geatri1	v1.0		https://genome.jgi.doe.gov/portal/Geatri1/download/Geatri1_GeneCatalog_proteins_20181206.aa.fasta.gz
Gelasinospora tetrasperma	94610	Gelte1	v1.0		https://genome.jgi.doe.gov/portal/Gelte1/download/Gelte1_GeneCatalog_proteins_20171129.aa.fasta.gz
Geopyxis carbonaria DOB1671	49969	Geocar1	v1.0		https://genome.jgi.doe.gov/portal/Geocar1/download/Geocar1_GeneCatalog_proteins_20180620.aa.fasta.gz
Geranomyces variabilis JEL559	109894	Gervar1	v1.0		https://genome.jgi.doe.gov/portal/Gervar1/download/Gervar1_GeneCatalog_proteins_20181203.aa.fasta.gz
Gigaspora rosea	44941	Gigro1	v1.0	PMID:30636349	https://genome.jgi.doe.gov/portal/Gigro1/download/Gigro1_GeneCatalog_proteins_20160405.aa.fasta.gz
Gilbertella persicaria var. persicaria CBS 190.32-T	983150	Gilper1	v1.0		https://genome.jgi.doe.gov/portal/Gilper1/download/Gilper1_GeneCatalog_proteins_20161121.aa.fasta.gz
Glarea lozoyensis ATCC 20868	1116229	Glalo1		PMID:23688303	https://genome.jgi.doe.gov/portal/Glalo1/download/Glalo1_GeneCatalog_proteins_20131021.aa.fasta.gz
Globomyces pollinis-pini Arg68	382532	Glopol1	v1.0		https://genome.jgi.doe.gov/portal/Glopol1/download/Glopol1_GeneCatalog_proteins_20160812.aa.fasta.gz
Gloeopeniophorella convolvens OM19405	205761	Glocon1	v1.0		https://genome.jgi.doe.gov/portal/Glocon1/download/Glocon1_GeneCatalog_proteins_20160910.aa.fasta.gz
Gloeophyllum trabeum	104355	Glotr1_1	v1.0	PMID:22745431	https://genome.jgi.doe.gov/portal/Glotr1_1/download/Glotr1_1_GeneCatalog_proteins_20100921.aa.fasta.gz
Glomerella acutata (Colletotrichum fiorinae MH 18)	1314772	Gloac1	v1.0		https://genome.jgi.doe.gov/portal/Gloac1/download/Gloac1_GeneCatalog_proteins_20121120.aa.fasta.gz
Glomerella cingulata 23 (Colletotrichum gloeosporoides 23)	1314770	Gloci1	v1.0		https://genome.jgi.doe.gov/portal/Gloci1/download/Gloci1_GeneCatalog_proteins_20121001.aa.fasta.gz
Gloniopsis sp. FL0384	531857	Glonio1	v1.0		https://genome.jgi.doe.gov/portal/Glonio1/download/Glonio1_GeneCatalog_proteins_20180712.aa.fasta.gz
Glonium stellatum CBS 207.34	574774	Glost2	v1.0	PMID:27601008	https://genome.jgi.doe.gov/portal/Glost2/download/Glost2_GeneCatalog_proteins_20140303.aa.fasta.gz
Golovinomyces cichoracearum UCSC1	62708	Golci1	v1.0		https://genome.jgi.doe.gov/portal/Golci1/download/Golci1_GeneCatalog_proteins_20171201.aa.fasta.gz
Gonapodya prolifera	1123529	Ganpr1	v1.0	PMID:25977457	https://genome.jgi.doe.gov/portal/Ganpr1/download/Ganpr1_GeneCatalog_proteins_20111215.aa.fasta.gz
Gongronella butleri	101105	Gonbut1	v1.0		https://genome.jgi.doe.gov/portal/Gonbut1/download/Gonbut1_GeneCatalog_proteins_20160804.aa.fasta.gz
Gorgonomyces haynaldii MP57	382530	Gorhay1	v1.0		https://genome.jgi.doe.gov/portal/Gorhay1/download/Gorhay1_GeneCatalog_proteins_20180601.aa.fasta.gz
Gremmeniella abietina DAOM 170408	127520	Greab1	v1.0		https://genome.jgi.doe.gov/portal/Greab1/download/Greab1_GeneCatalog_proteins_20170403.aa.fasta.gz
Grosmannia clavigera kw1407	655863	Grocl1		PMID:21262841	https://genome.jgi.doe.gov/portal/Grocl1/download/Grocl1_GeneCatalog_proteins_20131017.aa.fasta.gz
Guyanagaster necrorhiza MCA 3950	1450536	Guyne1	v1.0		https://genome.jgi.doe.gov/portal/Guyne1/download/Guyne1_GeneCatalog_proteins_20140406.aa.fasta.gz
Gymnascella aurantiaca	78594	Gymau1	v1.0		https://genome.jgi.doe.gov/portal/Gymau1/download/Gymau1_GeneCatalog_proteins_20130805.aa.fasta.gz
Gymnascella citrina	37245	Gymci1_1	v1.1		https://genome.jgi.doe.gov/portal/Gymci1_1/download/Gymci1_1_GeneCatalog_proteins_20130902.aa.fasta.gz
Gymnopilus chrysopellus PR-1187	1314808	Gymch1	v1.0		https://genome.jgi.doe.gov/portal/Gymch1/download/Gymch1_GeneCatalog_proteins_20140623.aa.fasta.gz
Gymnopilus junonius AH 44721	109634	Gymjun1	v1.0		https://genome.jgi.doe.gov/portal/Gymjun1/download/Gymjun1_GeneCatalog_proteins_20160705.aa.fasta.gz
Gymnopus androsaceus JB14	1447944	Gyman1	v1.0		https://genome.jgi.doe.gov/portal/Gyman1/download/Gyman1_GeneCatalog_proteins_20140729.aa.fasta.gz
Gymnopus earleae GB-263.02	236213	Gymear1	v1.0		https://genome.jgi.doe.gov/portal/Gymear1/download/Gymear1_GeneCatalog_proteins_20160910.aa.fasta.gz
Gymnopus luxurians	206324	Gymlu1	v1.0	PMID:25706625	https://genome.jgi.doe.gov/portal/Gymlu1/download/Gymlu1_GeneCatalog_proteins_20110803.aa.fasta.gz
Gyrodon lividus BX	1450528	Gyrli1	v1.0		https://genome.jgi.doe.gov/portal/Gyrli1/download/Gyrli1_GeneCatalog_proteins_20140325.aa.fasta.gz
Gyromitra esculenta CBS101906	33161	Gyresc1	v1.0		https://genome.jgi.doe.gov/portal/Gyresc1/download/Gyresc1_GeneCatalog_proteins_20160326.aa.fasta.gz
Halteromyces radiatus CBS 162.75	101107	Halrad1	v1.0		https://genome.jgi.doe.gov/portal/Halrad1/download/Halrad1_GeneCatalog_proteins_20180330.aa.fasta.gz
Hanseniaspora valbyensis NRRL Y-1626	766949	Hanva1_1	v1.1	PMID:27535936	https://genome.jgi.doe.gov/portal/Hanva1_1/download/Hanva1_1_GeneCatalog_proteins_20120316.aa.fasta.gz
Hebeloma cylindrosporum h7	686832	Hebcy2	v2.0	PMID:25706625	https://genome.jgi.doe.gov/portal/Hebcy2/download/Hebcy2_GeneCatalog_proteins_20120913.aa.fasta.gz
Helicostylum pulchrum RSA 2064	562976	Helpul1	v1.0		https://genome.jgi.doe.gov/portal/Helpul1/download/Helpul1_GeneCatalog_proteins_20180613.aa.fasta.gz
Heliocybe sulcata OMC1185	5364	Helsul1	v1.0	PMID:30886374	https://genome.jgi.doe.gov/portal/Helsul1/download/Helsul1_GeneCatalog_proteins_20150720.aa.fasta.gz
Hericium coralloides FP-101451	100756	Hercor1	v1.0		https://genome.jgi.doe.gov/portal/Hercor1/download/Hercor1_GeneCatalog_proteins_20180831.aa.fasta.gz
Herpotrichia sp. AK1299	1755428	Herpot1_1	v1.0		https://genome.jgi.doe.gov/portal/Herpot1_1/download/Herpot1_1_GeneCatalog_proteins_20180323.aa.fasta.gz
Hesseltinella vesiculosa NRRL3301	101127	Hesve2finisherSC	v2.0	PMID:28481340	https://genome.jgi.doe.gov/portal/Hesve2finisherSC/download/Hesve2finisherSC_GeneCatalog_proteins_20150707.aa.fasta.gz
Heterobasidion annosum	13563	Hetan2	v2.0	PMID:22463738	https://genome.jgi.doe.gov/portal/Hetan2/download/Hannosum_v2.FilteredModels1.proteins.fasta.gz
Heterodoassansia hygrophilae CBS 346.65	2031139	Hethyg1	v1.0		https://genome.jgi.doe.gov/portal/Hethyg1/download/Hethyg1_GeneCatalog_proteins_20180925.aa.fasta.gz
Heterogastridium pycnidioideum ATCC MYA-4631	1397325	Hetpy1	v1.0		https://genome.jgi.doe.gov/portal/Hetpy1/download/Hetpy1_GeneCatalog_proteins_20140310.aa.fasta.gz
Hexagonia nitida CIRM-BRFM 1802	1140402	Hexnit1	v1.0		https://genome.jgi.doe.gov/portal/Hexnit1/download/Hexnit1_GeneCatalog_proteins_20170619.aa.fasta.gz
Histoplasma capsulatum NAm1	339724	Hisca1		PMID:19717792	https://genome.jgi.doe.gov/portal/Hisca1/download/Hisca1_GeneCatalog_proteins_20130826.aa.fasta.gz
Homolaphlyctis polyrhiza JEL142	166479	Hompol1	v1.0	PMID:22072962	https://genome.jgi.doe.gov/portal/Hompol1/download/Hompol1_GeneCatalog_proteins_20160803.aa.fasta.gz
Hortaea acidophila CBS 113389	245834	Horac1	v1.0		https://genome.jgi.doe.gov/portal/Horac1/download/Horac1_GeneCatalog_proteins_20160326.aa.fasta.gz
Hortaea werneckii EXF-2000 M0	91943	Horwer1	v1.0	PMID:23977017	https://genome.jgi.doe.gov/portal/Horwer1/download/Horwer1_GeneCatalog_proteins_20160803.aa.fasta.gz
Hyalopycnis blepharistoma ATCC 48560	138530	Hyabl1	v1.0		https://genome.jgi.doe.gov/portal/Hyabl1/download/Hyabl1_GeneCatalog_proteins_20150410.aa.fasta.gz
Hyaloraphidium curvatum SAG235-1	82268	Hyacur1	v1.0		https://genome.jgi.doe.gov/portal/Hyacur1/download/Hyacur1_GeneCatalog_proteins_20180420.aa.fasta.gz
Hydnomerulius pinastri	388859	Hydpi2	v2.0	PMID:25706625	https://genome.jgi.doe.gov/portal/Hydpi2/download/Hydpi2_GeneCatalog_proteins_20120511.aa.fasta.gz
Hydnopolyporus fimbriatus CBS384.51	378272	Hydfim1	v1.0		https://genome.jgi.doe.gov/portal/Hydfim1/download/Hydfim1_GeneCatalog_proteins_20160510.aa.fasta.gz
Hydnum rufescens UP504	1448309	Hydru2	v2.0		https://genome.jgi.doe.gov/portal/Hydru2/download/Hydru2_GeneCatalog_proteins_20150110.aa.fasta.gz
Hygrophoropsis aurantiaca ATCC 28755	72124	Hygaur1	v1.0		https://genome.jgi.doe.gov/portal/Hygaur1/download/Hygaur1_GeneCatalog_proteins_20180505.aa.fasta.gz
Hymenopellis radicata IJFM A160	937743	Hymrad1	v1.0		https://genome.jgi.doe.gov/portal/Hymrad1/download/Hymrad1_GeneCatalog_proteins_20151222.aa.fasta.gz
Hymenoscyphus varicosporoides PMI_453	354079	Hymvar1	v1.0		https://genome.jgi.doe.gov/portal/Hymvar1/download/Hymvar1_GeneCatalog_proteins_20161013.aa.fasta.gz
Hypholoma sublateritium	71945	Hypsu1	v1.0	PMID:25706625	https://genome.jgi.doe.gov/portal/Hypsu1/download/Hypsu1_GeneCatalog_proteins_20110822.aa.fasta.gz
Hyphopichia burtonii NRRL Y-1933	984485	Hypbu1	v1.0	PMID:27535936	https://genome.jgi.doe.gov/portal/Hypbu1/download/Hypbu1_GeneCatalog_proteins_20120125.aa.fasta.gz
Hypoxylon cercidicola CBS 119009	326656	Hypcer1	v1.0		https://genome.jgi.doe.gov/portal/Hypcer1/download/Hypcer1_GeneCatalog_proteins_20190613.aa.fasta.gz
Hypoxylon crocopeplum CBS 119004	326657	Hypcro1	v1.0		https://genome.jgi.doe.gov/portal/Hypcro1/download/Hypcro1_GeneCatalog_proteins_20190611.aa.fasta.gz
Hypoxylon fuscum CBS 119018	109372	Hypfus1	v1.0		https://genome.jgi.doe.gov/portal/Hypfus1/download/Hypfus1_GeneCatalog_proteins_20190612.aa.fasta.gz
Hypoxylon monticulosum FL0542	326669	Hypmon1	v1.0		https://genome.jgi.doe.gov/portal/Hypmon1/download/Hypmon1_GeneCatalog_proteins_20190301.aa.fasta.gz
Hypoxylon rubiginosum CBS 119005	110542	Hyprub1	v1.0		https://genome.jgi.doe.gov/portal/Hyprub1/download/Hyprub1_GeneCatalog_proteins_20190611.aa.fasta.gz
Hypoxylon rubiginosum ER1909	110542	HyprubER1909_1	v1.0		https://genome.jgi.doe.gov/portal/HyprubER1909_1/download/HyprubER1909_1_GeneCatalog_proteins_20190612.aa.fasta.gz
Hypoxylon sp. CI-4A	1001833	HypCI4A_1	v1.0	PMID:28078400	https://genome.jgi.doe.gov/portal/HypCI4A_1/download/HypCI4A_1_GeneCatalog_proteins_20111212.aa.fasta.gz
Hypoxylon sp. CO27-5	1001938	HypCO275_1	v1.0	PMID:28078400	https://genome.jgi.doe.gov/portal/HypCO275_1/download/HypCO275_1_GeneCatalog_proteins_20120126.aa.fasta.gz
Hypoxylon sp. EC38	1001937	HypEC38_3	v3.0	PMID:28078400	https://genome.jgi.doe.gov/portal/HypEC38_3/download/HypEC38_3_GeneCatalog_proteins_20130613.aa.fasta.gz
Hypoxylon sp. FL0543	1896109	HyFL0543_1	v1.0		https://genome.jgi.doe.gov/portal/HyFL0543_1/download/HyFL0543_1_GeneCatalog_proteins_20190325.aa.fasta.gz
Hypoxylon sp. FL0890	1896109	HyFL0890_1	v1.0		https://genome.jgi.doe.gov/portal/HyFL0890_1/download/HyFL0890_1_GeneCatalog_proteins_20190325.aa.fasta.gz
Hypoxylon sp. FL1857	1896109	HyFL1857_1	v1.0		https://genome.jgi.doe.gov/portal/HyFL1857_1/download/HyFL1857_1_GeneCatalog_proteins_20190501.aa.fasta.gz
Hypoxylon sp. NC0597	1896109	HyNC0597_1	v1.0		https://genome.jgi.doe.gov/portal/HyNC0597_1/download/HyNC0597_1_GeneCatalog_proteins_20190326.aa.fasta.gz
Hypoxylon trugodes CBS 135444	326681	Hyptru1	v1.0		https://genome.jgi.doe.gov/portal/Hyptru1/download/Hyptru1_GeneCatalog_proteins_20190611.aa.fasta.gz
Hysterangium stoloniferum HS.BST	1447937	Hyssto1	v1.0		https://genome.jgi.doe.gov/portal/Hyssto1/download/Hyssto1_GeneCatalog_proteins_20180831.aa.fasta.gz
Hysterium pulicare	100027	Hyspu1_1		PMID:23236275	https://genome.jgi.doe.gov/portal/Hyspu1_1/download/Hyspu1_1_GeneCatalog_proteins_20150205.aa.fasta.gz
Ilyonectria europaea MPI-CAGE-AT-0026	1079114	Ilyeu1	v1.0		https://genome.jgi.doe.gov/portal/Ilyeu1/download/Ilyeu1_GeneCatalog_proteins_20170627.aa.fasta.gz
Ilyonectria robusta PMI_751	1079257	Ilyrob1	v1.0		https://genome.jgi.doe.gov/portal/Ilyrob1/download/Ilyrob1_GeneCatalog_proteins_20161014.aa.fasta.gz
Ilyonectria sp.	1079112	Ilysp1	v1.0	PMID:30699306	https://genome.jgi.doe.gov/portal/Ilysp1/download/Ilysp1_GeneCatalog_proteins_20121116.aa.fasta.gz
Irpex lacteus CCBAS Fr. 238 617/93	5319	Irplac1	v1.0		https://genome.jgi.doe.gov/portal/Irplac1/download/Irplac1_GeneCatalog_proteins_20170103.aa.fasta.gz
Issatchenkia orientalis ATCC 32196	4909	Issori2	v2.0		https://genome.jgi.doe.gov/portal/Issori2/download/Issori2_GeneCatalog_proteins_20181026.aa.fasta.gz
Issatchenkia orientalis ATCC PTA-6658	4909	Isori2	v2.0		https://genome.jgi.doe.gov/portal/Isori2/download/Isori2_GeneCatalog_proteins_20181026.aa.fasta.gz
Issatchenkia orientalis SD108	4909	Issorie2	v2.0		https://genome.jgi.doe.gov/portal/Issorie2/download/Issorie2_GeneCatalog_proteins_20181026.aa.fasta.gz
Jaapia argillacea	202697	Jaaar1	v1.0	PMID:24958869	https://genome.jgi.doe.gov/portal/Jaaar1/download/Jaaar1_GeneCatalog_proteins_20110803.aa.fasta.gz
Jahnula aquatica CBS 123560	435389	Jahaq1	v1.0		https://genome.jgi.doe.gov/portal/Jahaq1/download/Jahaq1_GeneCatalog_proteins_20181114.aa.fasta.gz
Jaminaea sp. MCA 5214	1569628	Jamsp1	v1.0	PMID:29771364	https://genome.jgi.doe.gov/portal/Jamsp1/download/Jamsp1_GeneCatalog_proteins_20141226.aa.fasta.gz
Jimgerdemannia flammicorona AD002	994334	Jimfl_AD_1		PMID:30485448	https://genome.jgi.doe.gov/portal/Jimfl_AD_1/download/Jimfl_AD_1_GeneCatalog_proteins_20180815.aa.fasta.gz
Jimgerdemannia flammicorona GMNB39	994334	Jimfl_GMNB39_1		PMID:30485448	https://genome.jgi.doe.gov/portal/Jimfl_GMNB39_1/download/Jimfl_GMNB39_1_GeneCatalog_proteins_20180904.aa.fasta.gz
Jimgerdemannia lactiflua OSC166217	324621	Jimlac1		PMID:30485448	https://genome.jgi.doe.gov/portal/Jimlac1/download/Jimlac1_GeneCatalog_proteins_20180910.aa.fasta.gz
Kalaharituber pfeilii F3	139406	Kalpfe1	v1.0		https://genome.jgi.doe.gov/portal/Kalpfe1/download/Kalpfe1_GeneCatalog_proteins_20151214.aa.fasta.gz
Karstenula rhodostoma CBS 690.94	1392251	Karrh1	v1.0		https://genome.jgi.doe.gov/portal/Karrh1/download/Karrh1_GeneCatalog_proteins_20140225.aa.fasta.gz
Kazachstania africana CBS 2517	1071382	Kazaf1		PMID:22123960	https://genome.jgi.doe.gov/portal/Kazaf1/download/Kazaf1_GeneCatalog_proteins_20150111.aa.fasta.gz
Khuskia oryzae ATCC 28132	668251	Khuory1	v1.0		https://genome.jgi.doe.gov/portal/Khuory1/download/Khuory1_GeneCatalog_proteins_20160404.aa.fasta.gz
Kickxella alabastrina RSA 675	61397	Kicala1	v1.0		https://genome.jgi.doe.gov/portal/Kicala1/download/Kicala1_GeneCatalog_proteins_20170410.aa.fasta.gz
Kluyveromyces lactis	28985	Klula1		PMID:15229592	https://genome.jgi.doe.gov/portal/Klula1/download/Klula1_GeneCatalog_proteins_20130227.aa.fasta.gz
Kockovaella imperatae NRRL Y-17943	4999	Kocim1	v1.0	PMID:28481340	https://genome.jgi.doe.gov/portal/Kocim1/download/Kocim1_GeneCatalog_proteins_20160906.aa.fasta.gz
Kretzschmaria deusta CBS 826.72	110526	KdCBS826_1	v1.0		https://genome.jgi.doe.gov/portal/KdCBS826_1/download/KdCBS826_1_GeneCatalog_proteins_20190615.aa.fasta.gz
Kretzschmaria deusta IL1129	110526	Kredeu1	v1.0		https://genome.jgi.doe.gov/portal/Kredeu1/download/Kredeu1_GeneCatalog_proteins_20190325.aa.fasta.gz
Kuraishia capsulata CBS 1993	1382522	Kurca1		PMID:24317973	https://genome.jgi.doe.gov/portal/Kurca1/download/Kurca1_GeneCatalog_proteins_20160603.aa.fasta.gz
Kurtia argillacea OMC1749	1882863	Kurarg1	v1.0		https://genome.jgi.doe.gov/portal/Kurarg1/download/Kurarg1_GeneCatalog_proteins_20190516.aa.fasta.gz
Laccaria amethystina LaAM-08-1	89243	Lacam2	v2.0	PMID:25706625	https://genome.jgi.doe.gov/portal/Lacam2/download/Lacam2_GeneCatalog_proteins_20150823.aa.fasta.gz
Laccaria bicolor	29883	Lacbi2	v2.0	PMID:18322534	https://genome.jgi.doe.gov/portal/Lacbi2/download/Lacbi2_GeneCatalog_proteins_20110203.aa.fasta.gz
Lachnellula subtilissima CBS 196.66	602034	Lacsu1	v1.0		https://genome.jgi.doe.gov/portal/Lacsu1/download/Lacsu1_GeneCatalog_proteins_20181030.aa.fasta.gz
Lactarius akahatsu QP	416441	Lacaka1	v1.0		https://genome.jgi.doe.gov/portal/Lacaka1/download/Lacaka1_GeneCatalog_proteins_20180802.aa.fasta.gz
Lactarius deliciosus 48	55514	Lacdel1	v1.0		https://genome.jgi.doe.gov/portal/Lacdel1/download/Lacdel1_GeneCatalog_proteins_20180731.aa.fasta.gz
Lactarius hatsudake 109	416442	Lachat1	v1.0		https://genome.jgi.doe.gov/portal/Lachat1/download/Lachat1_GeneCatalog_proteins_20180807.aa.fasta.gz
Lactarius hengduanensis 84	1932122	Lachen1	v1.0		https://genome.jgi.doe.gov/portal/Lachen1/download/Lachen1_GeneCatalog_proteins_20180719.aa.fasta.gz
Lactarius psammicola BPL869	1907521	Lacpsa1	v1.0		https://genome.jgi.doe.gov/portal/Lacpsa1/download/Lacpsa1_GeneCatalog_proteins_20180531.aa.fasta.gz
Lactarius pseudohatsudake 88	1932123	Lacpse1	v1.0		https://genome.jgi.doe.gov/portal/Lacpse1/download/Lacpse1_GeneCatalog_proteins_20180617.aa.fasta.gz
Lactarius quietus S23C	111141	Lacqui1	v1.0		https://genome.jgi.doe.gov/portal/Lacqui1/download/Lacqui1_GeneCatalog_proteins_20160525.aa.fasta.gz
Lactarius sanguifluus B21	111137	Lacsan1	v1.0		https://genome.jgi.doe.gov/portal/Lacsan1/download/Lacsan1_GeneCatalog_proteins_20180729.aa.fasta.gz
Lactarius vividus 141	1740625	Lacviv1	v1.0		https://genome.jgi.doe.gov/portal/Lacviv1/download/Lacviv1_GeneCatalog_proteins_20180627.aa.fasta.gz
Lactifluus subvellereus BPL653	1837270	Lacsub1	v1.0		https://genome.jgi.doe.gov/portal/Lacsub1/download/Lacsub1_GeneCatalog_proteins_20170114.aa.fasta.gz
Lactifluus volemus BPL652	71967	Lacvol1	v1.0		https://genome.jgi.doe.gov/portal/Lacvol1/download/Lacvol1_GeneCatalog_proteins_20161025.aa.fasta.gz
Laetiporus sulphureus var. sulphureus	447506	Laesu1	v1.0	PMID:26659563	https://genome.jgi.doe.gov/portal/Laesu1/download/Laesu1_GeneCatalog_proteins_20130128.aa.fasta.gz
Lasiosphaeria miniovina SMH2392-1A	1954250	Lasmin1	v1.0		https://genome.jgi.doe.gov/portal/Lasmin1/download/Lasmin1_GeneCatalog_proteins_20170616.aa.fasta.gz
Lasiosphaeria ovina CBS 958.72	92902	Lasov1	v1.0		https://genome.jgi.doe.gov/portal/Lasov1/download/Lasov1_GeneCatalog_proteins_20171021.aa.fasta.gz
Lasiosphaeriaceae sp. AZ0830	1868209	Bombar1	v1.0		https://genome.jgi.doe.gov/portal/Bombar1/download/Bombar1_GeneCatalog_proteins_20180327.aa.fasta.gz
Lasiosphaeris hirsuta SMH4607-1	260670	Lashir1	v1.0		https://genome.jgi.doe.gov/portal/Lashir1/download/Lashir1_GeneCatalog_proteins_20170729.aa.fasta.gz
Lasiosphaeris hispida CBS 955.72	260671	Lashi1	v1.0		https://genome.jgi.doe.gov/portal/Lashi1/download/Lashi1_GeneCatalog_proteins_20180511.aa.fasta.gz
Laxitextum bicolor CBS 258.73	68771	Laxbic1	v1.0		https://genome.jgi.doe.gov/portal/Laxbic1/download/Laxbic1_GeneCatalog_proteins_20180616.aa.fasta.gz
Lecythophora sp. AK0013	1884255	LecAK0013_1	v1.0		https://genome.jgi.doe.gov/portal/LecAK0013_1/download/LecAK0013_1_GeneCatalog_proteins_20170213.aa.fasta.gz
Leiotrametes lactinea CIRM-BRFM 1664	1391043	Tralac1	v1.0		https://genome.jgi.doe.gov/portal/Tralac1/download/Tralac1_GeneCatalog_proteins_20170620.aa.fasta.gz
Leiotrametes menziesii CIRM-BRFM 1781	2136021	Tramen1	v1.0		https://genome.jgi.doe.gov/portal/Tramen1/download/Tramen1_GeneCatalog_proteins_20170906.aa.fasta.gz
Leiotrametes sp BRFM 1775	1513325	Leisp1	v1.0		https://genome.jgi.doe.gov/portal/Leisp1/download/Leisp1_GeneCatalog_proteins_20141127.aa.fasta.gz
Lentinellus vulpinus AHS73672-sp	156609	Lenvul1	v1.0		https://genome.jgi.doe.gov/portal/Lenvul1/download/Lenvul1_GeneCatalog_proteins_20150718.aa.fasta.gz
Lentinula afn. lateritia sp 3 TMI1502	5352	Lenafn_TMI1502_1	v1.0		https://genome.jgi.doe.gov/portal/Lenafn_TMI1502_1/download/Lenafn_TMI1502_1_GeneCatalog_proteins_20180804.aa.fasta.gz
Lentinula afn. lateritia sp2 HRB7682 ss15	5352	Lenafn1	v1.0		https://genome.jgi.doe.gov/portal/Lenafn1/download/Lenafn1_GeneCatalog_proteins_20170906.aa.fasta.gz
Lentinula boryana ET3784	40481	LboET3784_1	v1.0		https://genome.jgi.doe.gov/portal/LboET3784_1/download/LboET3784_1_GeneCatalog_proteins_20190624.aa.fasta.gz
Lentinula boryana TFB10291	40481	Lbo_TFB10291_1	v1.0		https://genome.jgi.doe.gov/portal/Lbo_TFB10291_1/download/Lbo_TFB10291_1_GeneCatalog_proteins_20190621.aa.fasta.gz
Lentinula boryana TFB10827	40481	Lbo_TFB10827_1	v1.0		https://genome.jgi.doe.gov/portal/Lbo_TFB10827_1/download/Lbo_TFB10827_1_GeneCatalog_proteins_20190529.aa.fasta.gz
